2026-07-13 20:18:52 MainThread INFO Discovered 13 campuses: Bega Valley Campus, Class conducted at a non UOW campus, Innovation Campus, On Campus Subject Delivered Online, Pre Recorded Activity, Shoalhaven Campus, Southern Highlands Campus, Sydney CBD Campus, UOW College Wollongong, UOW Eurobodalla Campus, UOW Liverpool, UOW Sutherland, Wollongong Campus
2026-07-13 20:18:52 MainThread INFO Bega Valley Campus: 9 rooms found.
2026-07-13 20:18:53 MainThread INFO Class conducted at a non UOW campus: 12 rooms found.
2026-07-13 20:18:53 MainThread INFO Innovation Campus: 6 rooms found.
2026-07-13 20:18:54 MainThread INFO On Campus Subject Delivered Online: 114 rooms found.
2026-07-13 20:18:54 MainThread INFO Pre Recorded Activity: 38 rooms found.
2026-07-13 20:18:54 MainThread INFO Shoalhaven Campus: 22 rooms found.
2026-07-13 20:18:55 MainThread INFO Southern Highlands Campus: 4 rooms found.
2026-07-13 20:18:55 MainThread INFO Sydney CBD Campus: 14 rooms found.
2026-07-13 20:18:56 MainThread INFO UOW College Wollongong: 24 rooms found.
2026-07-13 20:18:56 MainThread INFO UOW Eurobodalla Campus: 8 rooms found.
2026-07-13 20:18:56 MainThread INFO UOW Liverpool: 31 rooms found.
2026-07-13 20:18:57 MainThread INFO UOW Sutherland: 8 rooms found.
2026-07-13 20:18:57 MainThread INFO Wollongong Campus: 270 rooms found.
2026-07-13 20:19:07 worker-26 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 38 entries, 343 rows written
2026-07-13 20:19:08 worker-31 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 5 entries, 38 rows written
2026-07-13 20:19:10 worker-19 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 56 entries, 458 rows written
2026-07-13 20:19:11 worker-24 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 68 entries, 492 rows written
2026-07-13 20:19:11 worker-15 WARNING [Pre Recorded Activity/Refer to Moodle] all-weeks request errored (attempt 1/5) - requeuing, refreshing session state
2026-07-13 20:19:11 worker-21 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 46 entries, 393 rows written
2026-07-13 20:19:12 worker-10 WARNING [Pre Recorded Activity/Refer to Moodle] all-weeks request errored (attempt 1/5) - requeuing, refreshing session state
2026-07-13 20:19:12 worker-20 INFO [Pre Recorded Activity/Refer to Moodle] 28 entries, 289 rows written
2026-07-13 20:19:13 worker-1 INFO [Pre Recorded Activity/Refer to Moodle] 31 entries, 317 rows written
2026-07-13 20:19:14 worker-20 WARNING [Pre Recorded Activity/Refer to Moodle] all-weeks request errored (attempt 1/5) - requeuing, refreshing session state
